,host_id,host_acceptance_rate,host_response_rate,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating,reviews_per_month,superhost_flag,host_identity_verified_flag
239,52768352,63%,100%,35.59871,-82.56136,Entire house,Entire home/apt,2,1,1.0,1.0,299.00,96.0,0.19,0,1
240,11981228,58%,100%,35.638,-82.57792,Entire house,Entire home/apt,2,1,1.0,1.0,95.00,97.0,2.25,1,0
241,1137761,98%,100%,35.60129,-82.55617,Private room in house,Private room,2,1,1.0,1.0,90.00,100.0,4.2,1,1
242,53922056,73%,96%,35.53832,-82.48607,Entire house,Entire home/apt,10,2,3.0,4.0,193.00,100.0,0.42,0,0
243,28629826,100%,100%,35.59558,-82.55384,Entire apartment,Entire home/apt,2,1,1.0,1.0,232.00,100.0,1.42,1,1
244,24730814,91%,100%,35.56264,-82.65691,Entire house,Entire home/apt,6,1,2.0,2.0,175.00,99.0,2.5,1,1
245,21702831,93%,100%,35.56556,-82.51014,Private room in house,Private room,4,1,1.0,1.0,75.00,97.0,1.91,0,1
246,25363524,100%,100%,35.6422,-82.51221,Entire house,Entire home/apt,4,1,2.0,2.0,125.00,99.0,4.28,1,1
247,51104544,87%,100%,35.61422,-82.48926,Entire cabin,Entire home/apt,4,1,1.0,2.0,114.00,94.0,0.55,1,0
248,56216396,100%,100%,35.45656,-82.56596,Entire house,Entire home/apt,4,2,2.0,2.0,190.00,98.0,0.36,0,1
250,7067265,0%,100%,35.5881,-82.56742,Entire house,Entire home/apt,4,3,3.0,2.0,96.00,93.0,0.05,0,1
251,58202090,100%,100%,35.43613,-82.57344,Private room in cabin,Private room,2,1,1.0,1.0,75.00,99.0,0.84,1,0
252,58634762,100%,100%,35.54971,-82.66169,Entire guest suite,Entire home/apt,4,2,2.0,2.0,148.00,100.0,1.56,1,1
254,44117628,100%,100%,35.5964,-82.65604,Entire cabin,Entire home/apt,6,1,3.0,3.0,175.00,98.0,1.31,1,1
255,40784975,99%,100%,35.59463,-82.53867,Entire chalet,Entire home/apt,4,1,2.0,2.0,140.00,98.0,4.13,1,1
256,25316948,97%,100%,35.59832,-82.567,Entire apartment,Entire home/apt,2,1,1.0,1.0,94.00,97.0,3.65,1,0
257,59538295,86%,90%,35.64108,-82.47238,Entire house,Entire home/apt,5,2,3.0,3.0,129.00,96.0,1.62,0,0
258,50373206,100%,100%,35.63132,-82.55792,Entire house,Entire home/apt,5,1,2.0,3.0,125.00,99.0,1.86,1,1
259,60649962,89%,100%,35.56629,-82.53165,Private room in house,Private room,2,1.5,1.0,1.0,130.00,99.0,1.74,1,1
261,3156619,98%,100%,35.61484,-82.54227,Entire apartment,Entire home/apt,2,1,1.0,1.0,122.00,99.0,4.01,1,1
262,10032288,46%,88%,35.62023,-82.47769,Entire cottage,Entire home/apt,6,2.5,3.0,4.0,186.00,100.0,0.97,1,1
263,37737144,74%,92%,35.47528,-82.50271,Entire guest suite,Entire home/apt,3,1,1.0,1.0,85.00,97.0,6.36,0,1
264,2566529,95%,100%,35.64124,-82.57308,Entire apartment,Entire home/apt,4,1,1.0,2.0,119.00,97.0,2.93,1,0
265,57405998,98%,100%,35.58261,-82.6079,Entire bungalow,Entire home/apt,6,1,2.0,2.0,300.00,96.0,1.77,1,1
266,19704488,100%,100%,35.5899,-82.5658,Entire guesthouse,Entire home/apt,2,1,,2.0,155.00,100.0,2.83,1,1
267,18089084,100%,100%,35.54698,-82.49314,Entire guesthouse,Entire home/apt,2,1,,0.0,115.00,98.0,0.76,1,1
269,46228285,100%,100%,35.61508,-82.54136,Entire apartment,Entire home/apt,2,1,1.0,2.0,90.00,100.0,0.08,1,0
270,64927386,87%,100%,35.58393,-82.56011,Entire guest suite,Entire home/apt,3,1,1.0,2.0,112.00,97.0,3.74,1,0
273,22215473,100%,100%,35.59168,-82.56354,Entire apartment,Entire home/apt,2,1,1.0,1.0,88.00,97.0,11.54,1,1
274,7938475,99%,100%,35.56694,-82.54206,Entire apartment,Entire home/apt,4,1,1.0,2.0,199.00,97.0,2.29,1,0
275,46228285,100%,100%,35.61453,-82.54326,Entire apartment,Entire home/apt,3,1,1.0,2.0,90.00,97.0,0.49,1,0
276,65744660,95%,100%,35.62626,-82.53422,Entire house,Entire home/apt,6,2,3.0,3.0,325.00,99.0,2.58,1,1
277,61981814,96%,100%,35.58959,-82.56458,Entire house,Entire home/apt,4,2,2.0,2.0,261.00,98.0,2.91,1,0
278,6773853,98%,100%,35.56921,-82.57358,Entire house,Entire home/apt,6,2.5,3.0,3.0,90.00,98.0,0.28,1,1
279,7827938,99%,100%,35.59829,-82.56682,Private room in house,Private room,1,1,1.0,1.0,49.00,96.0,1.62,1,1
280,24707668,100%,100%,35.60168,-82.54076,Entire apartment,Entire home/apt,4,2,2.0,4.0,244.00,100.0,0.3,0,0
281,3562687,100%,100%,35.60427,-82.54781,Private room in house,Private room,2,1,1.0,1.0,48.00,99.0,3.87,1,1
282,746673,100%,100%,35.57893,-82.59564,Shared room in hostel,Shared room,3,2.5,1.0,1.0,33.00,96.0,1.96,1,1
283,21702831,93%,100%,35.56561,-82.50872,Private room in house,Private room,6,1,1.0,3.0,90.00,98.0,1.92,0,1
284,64613905,94%,100%,35.57954,-82.59676,Entire house,Entire home/apt,8,2,3.0,4.0,346.00,99.0,1.44,1,1
285,58770625,100%,100%,35.63128,-82.47306,Entire bungalow,Entire home/apt,4,2,2.0,2.0,446.00,100.0,5.8,1,1
286,2992564,100%,100%,35.61644,-82.52327,Entire house,Entire home/apt,6,3,3.0,3.0,425.00,99.0,1.24,1,0
287,31012477,100%,100%,35.57397,-82.59973,Entire house,Entire home/apt,4,1,1.0,3.0,128.00,98.0,7.05,1,1
288,67509318,100%,100%,35.45488,-82.56556,Entire guesthouse,Entire home/apt,4,1,1.0,2.0,99.00,100.0,3.2,1,1
289,67969363,99%,100%,35.55371,-82.47744,Entire house,Entire home/apt,10,2,3.0,7.0,135.00,97.0,6.4,1,1
290,31174094,95%,100%,35.49374,-82.51547,Private room in guest suite,Private room,5,1.5,1.0,4.0,79.00,96.0,0.91,0,1
291,487495,98%,100%,35.58465,-82.59118,Private room in guest suite,Private room,2,1,1.0,1.0,54.00,98.0,7.01,1,0
292,487495,98%,100%,35.58452,-82.58999,Entire guest suite,Entire home/apt,5,1,2.0,3.0,83.00,96.0,5.63,1,0
293,487495,98%,100%,35.58435,-82.59184,Private room in guest suite,Private room,3,1,1.0,2.0,54.00,99.0,5.53,1,0
294,46228285,100%,100%,35.61494,-82.5414,Entire apartment,Entire home/apt,3,1,1.0,2.0,90.00,97.0,0.4,1,0
296,15788000,99%,98%,35.51462,-82.6508,Entire cottage,Entire home/apt,7,1,3.0,3.0,217.00,95.0,7.5,0,0
297,69562008,100%,50%,35.5786,-82.53906,Entire guest suite,Entire home/apt,4,1,1.0,2.0,129.00,96.0,2.28,0,1
299,69842230,100%,100%,35.57363,-82.59925,Entire apartment,Entire home/apt,2,1,1.0,1.0,85.00,97.0,3.55,1,1
300,7852014,100%,100%,35.60898,-82.55764,Entire house,Entire home/apt,2,1,1.0,1.0,51.00,98.0,2.4,1,1
301,8089511,100%,100%,35.5825,-82.55976,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,76.00,95.0,3.2,1,1
302,70178019,100%,100%,35.44921,-82.48841,Entire apartment,Entire home/apt,4,1.5,1.0,2.0,90.00,99.0,3.54,1,0
305,14165703,100%,100%,35.45235,-82.50085,Entire house,Entire home/apt,4,2,3.0,2.0,99.00,100.0,1.51,1,1
306,40029182,100%,100%,35.64338,-82.47877,Entire house,Entire home/apt,2,1,,1.0,79.00,96.0,3.77,1,1
307,961396,78%,100%,35.58703,-82.61764,Entire apartment,Entire home/apt,3,1,1.0,1.0,49.00,98.0,2.4,1,1
308,746673,100%,100%,35.57893,-82.59564,Shared room in hostel,Shared room,3,2.5,1.0,1.0,33.00,94.0,1.18,1,1
309,23092470,100%,100%,35.59184,-82.55412,Entire apartment,Entire home/apt,4,1,1.0,2.0,126.00,98.0,6.93,1,1
310,72903706,98%,100%,35.63241,-82.53039,Entire house,Entire home/apt,2,1,1.0,1.0,148.00,98.0,2.11,0,0
311,71564543,78%,100%,35.57393,-82.61061,Entire apartment,Entire home/apt,4,1,1.0,2.0,112.00,99.0,3.43,1,1
313,2307713,100%,100%,35.59502,-82.55316,Entire loft,Entire home/apt,4,1,1.0,1.0,188.00,99.0,7.61,1,1
316,17162742,100%,100%,35.4357,-82.57821,Entire guest suite,Entire home/apt,4,1,2.0,2.0,167.00,96.0,0.09,0,1
317,1994122,99%,100%,35.61317,-82.52412,Entire guest suite,Entire home/apt,2,1.5,1.0,1.0,83.00,99.0,6.74,1,1
318,16465325,89%,100%,35.59754,-82.56632,Entire guest suite,Entire home/apt,2,1,1.0,1.0,148.00,100.0,2.67,1,1
320,75238397,100%,100%,35.45764,-82.54412,Entire house,Entire home/apt,6,1,3.0,3.0,125.00,99.0,2.17,1,0
321,1872084,99%,100%,35.58032,-82.5999,Entire condominium,Entire home/apt,2,1,1.0,1.0,116.00,95.0,3.03,1,1
322,75476230,83%,100%,35.57319,-82.57666,Entire house,Entire home/apt,2,1,1.0,1.0,125.00,98.0,2.0,0,0
323,12585232,40%,67%,35.5969,-82.61442,Entire apartment,Entire home/apt,2,1,1.0,1.0,91.00,97.0,2.54,0,1
324,57640272,100%,100%,35.63316,-82.56708,Entire guest suite,Entire home/apt,3,1,1.0,2.0,141.00,96.0,1.32,1,1
325,1872084,99%,100%,35.58161,-82.59897,Entire condominium,Entire home/apt,6,2,2.0,2.0,170.00,94.0,3.27,1,1
326,1335315,20%,71%,35.55003,-82.53443,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,40.00,91.0,1.79,0,1
327,32054468,100%,100%,35.59437,-82.56054,Entire apartment,Entire home/apt,4,1,2.0,2.0,191.00,95.0,1.64,1,1
328,76545940,17%,44%,35.60229,-82.56237,Entire loft,Entire home/apt,2,1,,1.0,74.00,99.0,0.54,0,0
329,19333726,92%,100%,35.48065,-82.51434,Entire cottage,Entire home/apt,4,1.5,2.0,2.0,175.00,97.0,0.41,1,1
330,32054468,100%,100%,35.59437,-82.56054,Entire apartment,Entire home/apt,4,1,2.0,2.0,183.00,96.0,1.54,1,1
331,32054468,100%,100%,35.59437,-82.56054,Entire apartment,Entire home/apt,4,1,2.0,2.0,189.00,93.0,1.33,1,1
332,78069256,100%,100%,35.63261,-82.53672,Entire guest suite,Entire home/apt,2,1,1.0,1.0,78.00,99.0,3.64,1,1
333,40234911,99%,100%,35.58156,-82.5955,Entire apartment,Entire home/apt,2,1,1.0,1.0,88.00,95.0,3.88,0,1
334,7625694,86%,100%,35.59147,-82.55052,Private room in apartment,Private room,2,1,1.0,1.0,99.00,87.0,0.29,1,1
335,1994122,99%,100%,35.61324,-82.52398,Entire guest suite,Entire home/apt,2,1.5,1.0,1.0,83.00,98.0,6.77,1,1
338,37737144,74%,92%,35.47493,-82.50222,Private room in house,Private room,2,1,1.0,0.0,45.00,98.0,5.57,0,1
339,7429638,100%,100%,35.6165,-82.55152,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,87.00,97.0,6.09,1,1
340,63893801,98%,100%,35.5789,-82.58439,Entire house,Entire home/apt,4,2,2.0,2.0,153.00,98.0,3.7,1,1
341,4195893,46%,75%,35.57127,-82.59299,Entire guest suite,Entire home/apt,2,1,1.0,1.0,41.00,90.0,0.45,0,1
342,24629376,100%,100%,35.60833,-82.48589,Entire apartment,Entire home/apt,6,2,2.0,2.0,96.00,98.0,1.63,1,1
343,25666840,99%,100%,35.59136,-82.61263,Entire guest suite,Entire home/apt,4,1,1.0,2.0,88.00,97.0,4.15,1,1
344,46228285,100%,100%,35.61495,-82.54157,Entire apartment,Entire home/apt,3,1,1.0,2.0,90.00,96.0,0.3,1,0
345,66825963,100%,100%,35.62119,-82.57492,Entire bungalow,Entire home/apt,5,1,2.0,3.0,99.00,97.0,3.06,1,1
346,84179660,100%,100%,35.50384,-82.56318,Entire house,Entire home/apt,4,2,2.0,2.0,110.00,100.0,3.23,1,1
348,38060048,100%,100%,35.58741,-82.48814,Entire bungalow,Entire home/apt,4,1.5,2.0,2.0,275.00,100.0,1.12,1,1
349,481489,91%,100%,35.63145,-82.58321,Entire house,Entire home/apt,2,1,1.0,3.0,151.00,99.0,0.49,1,1
350,85147880,85%,100%,35.56272,-82.51271,Entire guesthouse,Entire home/apt,4,1,2.0,2.0,102.00,99.0,0.43,1,0
351,73606379,100%,100%,35.57259,-82.46058,Private room in house,Private room,2,1.5,1.0,1.0,45.00,97.0,0.84,1,1
352,10746689,50%,100%,35.59841,-82.54228,Entire house,Entire home/apt,2,1,1.0,1.0,55.00,100.0,0.03,0,1
353,85734110,100%,100%,35.57055,-82.60121,Entire house,Entire home/apt,3,2,2.0,2.0,55.00,89.0,0.12,0,1
354,23092470,100%,100%,35.59188,-82.55418,Entire apartment,Entire home/apt,4,1,1.0,1.0,115.00,98.0,7.32,1,1
355,43524105,91%,100%,35.6327,-82.47246,Private room in house,Private room,2,1,1.0,1.0,85.00,99.0,2.13,1,1
356,3578821,97%,100%,35.59609,-82.61827,Entire guest suite,Entire home/apt,3,1,1.0,1.0,79.00,99.0,3.35,1,1
357,21609585,50%,100%,35.58081,-82.55364,Entire bungalow,Entire home/apt,4,1,2.0,2.0,130.00,100.0,0.31,0,0
359,7827938,99%,100%,35.59692,-82.5665,Entire apartment,Entire home/apt,2,1,1.0,1.0,107.00,99.0,5.94,1,1
360,61661019,99%,96%,35.5734,-82.58576,Entire house,Entire home/apt,4,1,1.0,2.0,43.00,95.0,7.08,0,1
361,19598083,89%,100%,35.57516,-82.57675,Entire guest suite,Entire home/apt,4,1,1.0,1.0,84.00,99.0,2.91,1,0
362,88891524,98%,100%,35.62346,-82.5774,Entire house,Entire home/apt,6,2,4.0,4.0,136.00,90.0,2.88,0,1
364,3963910,86%,78%,35.51285,-82.50984,Entire guest suite,Entire home/apt,3,1,1.0,2.0,65.00,96.0,1.54,0,1
366,89749383,100%,100%,35.62181,-82.57456,Entire bungalow,Entire home/apt,4,1,2.0,2.0,160.00,100.0,2.56,1,1
367,35166807,97%,100%,35.52408,-82.61639,Entire house,Entire home/apt,6,2,3.0,3.0,167.00,96.0,1.74,0,1
368,20393578,99%,100%,35.59698,-82.55466,Entire townhouse,Entire home/apt,2,1,1.0,1.0,167.00,99.0,2.93,1,0
369,31436003,62%,100%,35.58075,-82.59357,Private room in house,Private room,2,1,1.0,1.0,54.00,97.0,1.9,0,1
370,1994122,99%,100%,35.6132,-82.52374,Private room in house,Private room,2,1.5,1.0,1.0,66.00,97.0,5.14,1,1
372,10699816,100%,100%,35.54648,-82.47963,Entire house,Entire home/apt,6,1,2.0,2.0,195.00,98.0,5.76,1,1
374,64825951,89%,100%,35.58983,-82.56462,Entire apartment,Entire home/apt,3,1,1.0,1.0,214.00,100.0,3.92,1,1
375,11691015,82%,100%,35.50874,-82.61212,Tiny house,Entire home/apt,2,1,1.0,1.0,99.00,98.0,3.83,1,1
376,93023816,99%,100%,35.57691,-82.59221,Entire apartment,Entire home/apt,3,1,1.0,1.0,96.00,99.0,4.02,1,1
377,20943262,100%,100%,35.55401,-82.51304,Entire house,Entire home/apt,10,2,3.0,5.0,123.00,98.0,6.12,1,0
378,48356327,91%,100%,35.60729,-82.5506,Entire apartment,Entire home/apt,4,1,2.0,2.0,108.00,96.0,3.1,1,1
379,47114362,98%,100%,35.54698,-82.50974,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,100.00,99.0,4.37,1,1
380,94713501,100%,100%,35.60203,-82.55476,Entire apartment,Entire home/apt,4,1,2.0,2.0,147.00,98.0,5.57,1,1
381,25968172,97%,90%,35.6478,-82.58833,Entire apartment,Entire home/apt,4,1,1.0,2.0,176.00,99.0,1.74,1,1
382,46001530,100%,100%,35.59221,-82.55866,Entire apartment,Entire home/apt,2,1,1.0,1.0,86.00,92.0,5.24,0,0
383,95528976,89%,100%,35.60212,-82.56158,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,136.00,100.0,3.08,1,1
384,15582281,100%,100%,35.57402,-82.53459,Entire apartment,Entire home/apt,2,1,1.0,1.0,92.00,100.0,5.43,1,1
385,96173789,96%,100%,35.48594,-82.51476,Entire guesthouse,Entire home/apt,3,1,1.0,2.0,71.00,99.0,4.71,1,0
386,96305927,100%,100%,35.59499,-82.55559,Private room,Private room,2,1,1.0,1.0,104.00,88.0,1.83,0,1
387,21014952,100%,100%,35.58305,-82.57696,Entire apartment,Entire home/apt,2,1,1.0,1.0,220.00,98.0,3.0,1,1
389,9385592,70%,75%,35.63818,-82.65146,Private room in house,Private room,2,1,1.0,1.0,97.00,96.0,0.09,1,1
390,15740461,98%,100%,35.57425,-82.59642,Entire guest suite,Entire home/apt,4,1,1.0,2.0,122.00,98.0,4.01,1,1
392,93289165,78%,100%,35.51354,-82.64757,Entire cabin,Entire home/apt,6,1.5,3.0,4.0,196.00,100.0,0.13,1,1
394,70854260,90%,100%,35.59767,-82.56255,Entire bungalow,Entire home/apt,4,1,2.0,2.0,179.00,100.0,0.46,0,1
396,93289165,78%,100%,35.5156,-82.64924,Tiny house,Entire home/apt,8,1,2.0,6.0,99.00,96.0,2.03,1,1
397,97966079,67%,100%,35.63136,-82.46825,Entire house,Entire home/apt,7,2,2.0,3.0,132.00,100.0,0.24,0,1
399,72386853,97%,100%,35.56531,-82.52364,Entire house,Entire home/apt,4,2,2.0,2.0,150.00,99.0,0.44,1,1
401,15904121,0%,100%,35.60256,-82.54097,Entire guest suite,Entire home/apt,4,1,2.0,2.0,140.00,97.0,0.9,0,0
402,32198136,100%,100%,35.65417,-82.47592,Entire cabin,Entire home/apt,4,2,2.0,3.0,270.00,99.0,0.45,1,1
403,49443822,100%,100%,35.42877,-82.52819,Entire house,Entire home/apt,8,2,3.0,4.0,169.00,92.0,0.97,0,0
405,99420699,100%,100%,35.62115,-82.63992,Entire apartment,Entire home/apt,4,1,2.0,2.0,100.00,100.0,0.14,0,1
406,89335658,67%,100%,35.59283,-82.55375,Entire house,Entire home/apt,2,1,2.0,2.0,124.00,98.0,1.29,0,1
407,46001530,100%,100%,35.59228,-82.55806,Entire apartment,Entire home/apt,2,1,1.0,1.0,101.00,91.0,2.74,0,0
408,47647594,100%,100%,35.62686,-82.55898,Entire apartment,Entire home/apt,2,1,1.0,1.0,85.00,99.0,7.31,1,1
409,100023677,83%,100%,35.57642,-82.57099,Entire apartment,Entire home/apt,2,1,1.0,2.0,54.00,93.0,0.11,0,1
410,37996476,99%,100%,35.6272,-82.48244,Entire guest suite,Entire home/apt,3,1,1.0,2.0,76.00,99.0,4.13,1,1
411,57122380,99%,100%,35.46129,-82.56577,Entire house,Entire home/apt,8,2,3.0,4.0,151.00,100.0,5.4,1,0
412,51104544,87%,100%,35.60733,-82.48834,Yurt,Entire home/apt,2,1,1.0,1.0,118.00,94.0,2.67,1,0
413,62303172,100%,100%,35.57756,-82.57892,Entire guesthouse,Entire home/apt,2,1,,1.0,115.00,98.0,5.22,1,1
414,46933220,100%,100%,35.59977,-82.46848,Private room in bungalow,Private room,1,1,1.0,1.0,40.00,98.0,0.21,1,1
415,16261203,99%,100%,35.57108,-82.52894,Entire guest suite,Entire home/apt,4,1,1.0,1.0,78.00,97.0,5.92,1,1
417,101427019,95%,100%,35.58552,-82.51521,Entire guest suite,Entire home/apt,3,1,,2.0,99.00,99.0,4.56,1,1
418,5230460,100%,100%,35.57556,-82.56026,Entire guest suite,Entire home/apt,5,1,1.0,3.0,90.00,94.0,5.61,0,1
420,88468262,100%,100%,35.58967,-82.60242,Entire apartment,Entire home/apt,4,1,1.0,2.0,95.00,97.0,2.71,1,1
421,102127332,90%,100%,35.51845,-82.59794,Entire cottage,Entire home/apt,4,1,2.0,2.0,80.00,97.0,1.8,1,0
422,57405998,98%,100%,35.58473,-82.60814,Private room in bungalow,Private room,2,1,1.0,1.0,49.00,96.0,3.02,1,1
424,102070094,99%,100%,35.5805,-82.55982,Private room in house,Private room,2,1,1.0,1.0,120.00,99.0,5.96,1,1
425,20067787,100%,100%,35.60033,-82.47578,Private room in house,Private room,2,1,1.0,1.0,46.00,98.0,8.35,0,1
426,103309447,0%,0%,35.6113,-82.55111,Entire apartment,Entire home/apt,2,1,1.0,1.0,39.00,100.0,0.02,0,0
427,3107601,10%,92%,35.64359,-82.51216,Entire house,Entire home/apt,8,1.5,3.0,3.0,286.00,99.0,0.71,0,1
428,25438439,100%,100%,35.62821,-82.53508,Entire house,Entire home/apt,8,3,3.0,3.0,329.00,94.0,0.22,1,1
429,62667,100%,100%,35.60264,-82.56187,Entire apartment,Entire home/apt,3,1,1.0,1.0,114.00,98.0,3.15,1,1
430,46001530,100%,100%,35.59375,-82.55649,Entire apartment,Entire home/apt,4,1,1.0,1.0,119.00,89.0,2.07,0,0
431,1178227,100%,100%,35.58849,-82.50202,Tiny house,Entire home/apt,2,1,1.0,1.0,95.00,100.0,6.27,1,1
432,20108786,83%,100%,35.56588,-82.6313,Entire house,Entire home/apt,5,1,2.0,2.0,159.00,96.0,0.86,0,1
433,37737144,74%,92%,35.47629,-82.50151,Private room in house,Private room,7,2,3.0,4.0,150.00,98.0,0.52,0,1
434,16359857,80%,100%,35.63382,-82.58267,Entire house,Entire home/apt,4,1,2.0,2.0,106.00,99.0,0.4,1,1
435,27942972,93%,100%,35.57913,-82.53368,Entire apartment,Entire home/apt,4,1,2.0,2.0,132.00,99.0,3.69,1,1
436,2635351,100%,100%,35.48852,-82.59224,Entire apartment,Entire home/apt,4,1,1.0,2.0,99.00,98.0,1.87,1,0
437,105838974,98%,100%,35.635,-82.58475,Entire house,Entire home/apt,6,2,2.0,2.0,185.00,97.0,5.13,1,1
438,22763355,80%,100%,35.56187,-82.51118,Entire house,Entire home/apt,2,1,1.0,1.0,54.00,100.0,0.48,1,1
439,100789740,100%,100%,35.5918,-82.65855,Entire house,Entire home/apt,5,2,2.0,2.0,106.00,98.0,2.55,1,1
441,106333993,92%,100%,35.58354,-82.60923,Private room in house,Private room,2,1,1.0,1.0,52.00,97.0,2.48,0,1
442,1329460,100%,100%,35.59585,-82.55357,Entire condominium,Entire home/apt,5,1,2.0,3.0,219.00,99.0,1.56,1,1
443,41653391,92%,100%,35.56733,-82.52671,Entire apartment,Entire home/apt,2,1,1.0,1.0,164.00,97.0,6.05,1,1
444,108161472,99%,100%,35.5997,-82.5619,Entire house,Entire home/apt,5,1,2.0,3.0,123.00,97.0,4.72,1,1
445,6543726,88%,80%,35.60271,-82.53459,Entire bungalow,Entire home/apt,12,3,4.0,13.0,332.00,96.0,1.06,0,1
446,32179484,100%,100%,35.64893,-82.54846,Entire guest suite,Entire home/apt,2,1,1.0,1.0,110.00,99.0,2.02,1,1
447,28704049,97%,100%,35.53193,-82.61117,Entire house,Entire home/apt,6,2,3.0,4.0,123.00,97.0,1.38,1,1
448,108761817,96%,83%,35.6268,-82.53024,Entire guest suite,Entire home/apt,4,1,2.0,2.0,98.00,93.0,3.32,0,0
449,52821274,100%,100%,35.59265,-82.5853,Private room in townhouse,Private room,1,1.5,1.0,1.0,65.00,100.0,0.42,0,1
450,15086526,96%,100%,35.54977,-82.62883,Entire house,Entire home/apt,7,1,2.0,4.0,131.00,100.0,5.9,1,1
451,109123783,99%,100%,35.5818,-82.60859,Entire apartment,Entire home/apt,4,1,2.0,2.0,134.00,96.0,3.69,1,1
452,35166807,97%,100%,35.52408,-82.61639,Entire house,Entire home/apt,6,2,3.0,3.0,136.00,99.0,1.2,0,1
453,78507878,100%,100%,35.59581,-82.55352,Entire loft,Entire home/apt,4,2,2.0,2.0,289.00,100.0,4.34,1,1
454,30073217,96%,100%,35.58726,-82.55787,Private room in house,Private room,2,1,1.0,1.0,90.00,99.0,2.3,1,1
455,59949913,100%,100%,35.43174,-82.5258,Private room in house,Private room,3,1,1.0,2.0,95.00,94.0,1.5,0,1
456,16526258,100%,100%,35.62876,-82.58195,Entire cottage,Entire home/apt,4,1,3.0,3.0,186.00,98.0,0.75,1,1
458,35166807,97%,100%,35.52408,-82.61639,Entire house,Entire home/apt,12,4,6.0,6.0,392.00,96.0,0.73,0,1
459,1884805,100%,100%,35.59978,-82.55912,Private room in house,Private room,2,1,1.0,1.0,96.00,99.0,9.23,1,1
460,57405998,98%,100%,35.58384,-82.60655,Private room in bungalow,Private room,2,1,1.0,1.0,50.00,97.0,3.56,1,1
461,84799065,100%,100%,35.57583,-82.55665,Private room in house,Private room,2,1,1.0,1.0,58.00,99.0,8.94,1,0
462,49736754,100%,100%,35.58702,-82.48867,Entire house,Entire home/apt,6,3,1.0,1.0,250.00,97.0,0.84,0,1
463,81192738,87%,100%,35.58161,-82.56981,Entire house,Entire home/apt,6,2.5,2.0,3.0,260.00,98.0,1.74,1,1
464,112183018,100%,100%,35.6089,-82.55934,Entire apartment,Entire home/apt,6,1,2.0,4.0,159.00,98.0,4.32,1,1
465,112407742,99%,100%,35.46129,-82.4674,Entire house,Entire home/apt,8,2,3.0,3.0,250.00,97.0,2.05,1,1
466,96187307,99%,100%,35.44292,-82.57421,Entire house,Entire home/apt,16,4,6.0,9.0,678.00,98.0,0.93,1,1
467,96187307,99%,100%,35.61207,-82.52367,Entire house,Entire home/apt,6,3,3.0,3.0,219.00,94.0,0.54,1,1
468,96187307,99%,100%,35.56792,-82.5675,Entire house,Entire home/apt,6,2,3.0,4.0,295.00,97.0,1.05,1,1
470,52034787,100%,100%,35.46976,-82.51147,Entire condominium,Entire home/apt,4,1.5,2.0,3.0,114.00,97.0,0.73,1,1
471,46001530,100%,100%,35.59263,-82.55716,Entire apartment,Entire home/apt,4,1,1.0,1.0,112.00,92.0,2.88,0,0
472,114884102,92%,100%,35.59704,-82.5361,Private room in house,Private room,2,1,1.0,1.0,85.00,99.0,3.1,1,1
473,115227864,88%,100%,35.59898,-82.56016,Entire house,Entire home/apt,5,2,2.0,3.0,89.00,99.0,2.0,1,1
474,21539203,100%,100%,35.5917,-82.5375,Entire apartment,Entire home/apt,2,1,,1.0,106.00,98.0,8.38,1,1
475,106315653,99%,100%,35.60343,-82.5503,Entire apartment,Entire home/apt,2,1,1.0,2.0,117.00,100.0,3.73,1,1
476,21600570,100%,95%,35.62335,-82.53314,Entire guesthouse,Entire home/apt,2,1,1.0,1.0,186.00,99.0,6.76,1,1
477,117176518,100%,100%,35.6255,-82.52242,Entire house,Entire home/apt,2,1,1.0,1.0,295.00,100.0,0.25,0,0
478,117325142,97%,100%,35.59383,-82.63428,Entire apartment,Entire home/apt,2,1,1.0,1.0,99.00,99.0,7.28,1,1
479,4314310,100%,100%,35.57579,-82.53662,Entire house,Entire home/apt,4,1,1.0,2.0,65.00,96.0,5.01,1,1
480,41521900,100%,100%,35.61844,-82.63979,Entire apartment,Entire home/apt,2,1,2.0,2.0,135.00,99.0,2.76,1,0
481,117659309,100%,100%,35.61834,-82.58296,Entire house,Entire home/apt,9,3,3.0,5.0,257.00,95.0,3.55,0,1
482,25041828,99%,100%,35.56677,-82.52251,Entire guesthouse,Entire home/apt,3,1,1.0,1.0,163.00,95.0,2.08,1,1
483,21600570,100%,95%,35.63105,-82.58665,Entire house,Entire home/apt,8,2,3.0,6.0,209.00,97.0,3.73,1,1
